id,numero,tema,pregunta,A,B,C,respuesta,archivo,requiere_figura
PREG202411060026,5193,AERODINÁMICA BÁSICA,5193.- ¿Cuál es la opción correcta con respecto a la tasa y radio de giro para un avión que vuela en giro coordinado a una altitud constante?,"Para un especifico ángulo de banqueo y velocidad de aire, la tasa y radio de giro no variaran.","Para mantener una tasa de giro estable, el ángulo de giro debe ser incrementado.","Cuanto más rápida es la velocidad del aire, más rápido será la tasa y más largo el radio de giro independientemente del ángulo de giro.",A,DownloadBalotario.pdf,False
PREG202411060027,5194,AERODINÁMICA BÁSICA,5194.- ¿Por qué es necesario aumentar la presión ejercida hacia atrás en el elevador para mantener la altitud durante un giro? Para compensar la:,pérdida de la componente vertical de sustentación.,pérdida de la componente horizontal e incrementar la fuerza centrífuga.,deflexión del timón y la ligera oposición del alerón durante el giro.,A,DownloadBalotario.pdf,False
PREG202411060028,5195,AERODINÁMICA BÁSICA,"5195.- Para mantener la altitud durante un giro, el ángulo de ataque debe ser incrementado para compensar la disminución de:",las fuerzas opuestas a la resultante de la componente de resistencia.,la componente vertical de sustentación.,la componente horizontal de sustentación.,B,DownloadBalotario.pdf,False
PREG202411060029,5196,AERODINÁMICA BÁSICA,5196.- La velocidad de pérdida es afectada por:,"el peso, factor de carga y la potencia.","el factor de carga, ángulo de ataque y la potencia.","el ángulo de ataque, peso y la densidad del aire.",A,DownloadBalotario.pdf,False
PREG202411060030,5197,AERODINÁMICA BÁSICA,"5197.- Un ala rectangular, en comparación con otras formas de ala, tiene la tendencia de entrar primero en pérdida primero en:","la punta del ala, con la pérdida progresiva hacia la raíz del ala.","la raíz del ala, con la pérdida progresiva hacia la punta del ala.","el borde de fuga central, con la pérdida progresiva para afuera, hacia la raíz y punta del ala.",B,DownloadBalotario.pdf,False
PREG202411060031,5198,AERODINÁMICA BÁSICA,"5198.- Al cambiar el ángulo de ataque de las alas, el piloto puede controlar la:","sustentación, velocidad del aire y resistencia.","sustentación, velocidad del aire y centro de gravedad.","sustentación y velocidad, pero no la resistencia.",A,DownloadBalotario.pdf,False
PREG202411060032,5198.1,AERODINÁMICA BÁSICA,5198.1- El perfil aerodinámico de un avión está diseñado para producir la sustentación resultante de una diferencia en:,la presión negativa del aire por debajo y el vacío por encima del perfil aerodinámico.,el vacío por debajo de la superficie y una presión del aire mayor sobre la superficie del perfil aerodinámico.,una alta presión del aire por debajo de la superficie y una menor presión del aire encima de la superficie del perfil aerodinámico.,C,DownloadBalotario.pdf,False
PREG202411060033,5199,AERODINÁMICA BÁSICA,5199.- El ángulo de ataque de un ala controla directamente:,el ángulo de incidencia del ala.,la cantidad de flujo de aire encima y por debajo del ala.,la distribución de presión actuando sobre el ala.,C,DownloadBalotario.pdf,False
PREG202411060034,5200,AERODINÁMICA BÁSICA,"5200.- En teoría, si el ángulo de ataque y otros factores permanecen constantes y la velocidad del aire se duplica, la sustentación producida a mayor velocidad será:",la misma que a la velocidad más baja.,dos veces más grande que la velocidad más baja.,cuatro veces más grande que la velocidad más baja.,C,DownloadBalotario.pdf,False
PREG202411060035,5201,AERODINÁMICA BÁSICA,5201.- El ala de un avión está diseñada para producir la sustentación resultante de una diferencia en la:,presión de aire negativa por debajo y un vacío por encima de la superficie del ala.,. vacío por debajo de la superficie del ala y una mayor presión del aire por encima de la superficie del ala.,mayor presión del aire por debajo de la superficie del ala y menor presión de aire por encima de la superficie del ala.,C,DownloadBalotario.pdf,False
PREG202411060036,5202,AERODINÁMICA BÁSICA,"5202.- En un ala, la fuerza de sustentación actúa perpendicularmente y la fuerza de resistencia actúa paralela a la:",línea de cuerda.,trayectoria de vuelo.,eje longitudinal.,B,DownloadBalotario.pdf,False
PREG202411060037,5203,AERODINÁMICA BÁSICA,"5203.- ¿Qué afirmación es correcta, en relación con las fuerzas opuestas que actúan sobre un avión en vuelo nivelado en estado estable?",Las fuerzas son iguales.,El empuje es mayor que la resistencia y el peso y la sustentación son iguales.,El empuje es mayor que la resistencia y la sustentación es mayor que el peso.,A,DownloadBalotario.pdf,False
PREG202411060038,5204,AERODINÁMICA BÁSICA,"5204.- El ángulo de ataque en el cual un ala entrará en pérdida, permanecerá constante independientemente de:","el peso, la presión dinámica, ángulo de banqueo o la altitud de paso.","la presión dinámica, pero variará con el peso, ángulo de banqueo y la altitud de paso.","el peso y la altitud de paso, pero variará con la presión dinámica y el ángulo de banqueo.",C,DownloadBalotario.pdf,False
PREG202411060039,5205,AERODINÁMICA BÁSICA,"5205.- En aviones pequeños, la recuperación normal de los giros puede generar dificultades si:",el CG está demasiado atrás y la rotación es alrededor del eje longitudinal.,el CG está demasiado atrás y la rotación es alrededor del CG.,se entrará en barrena antes de que se desarrolle completamente la pérdida.,B,DownloadBalotario.pdf,False
PREG202411060040,5206,AERODINÁMICA BÁSICA,5206.- La recuperación de una pérdida en cualquier avión se hace más difícil cuando:,el centro de gravedad ha sido movido hacia atrás.,el centro de gravedad ha sido movido hacia delante.,el compensador del elevador es ajustado nariz abajo.,A,DownloadBalotario.pdf,False
PREG202411060041,5207,AERODINÁMICA BÁSICA,"5207.- Si un avión está cargado en la parte posterior de su rango de CG, tenderá a ser inestable sobre su:",eje vertical.,eje lateral.,eje longitudinal.,B,DownloadBalotario.pdf,False
PREG202411060042,5209,AERODINÁMICA BÁSICA,5209.- Un avión que sale del efecto suelo:,experimenta una reducción en la fricción con el suelo y requiere una ligera reducción de potencia.,experimenta un incremento en la resistencia inducida y requiere más empuje.,requiere un bajo ángulo de ataque para mantener el mismo coeficiente de sustentación.,B,DownloadBalotario.pdf,False
PREG202411060043,5210,AERODINÁMICA BÁSICA,"5210.- Si la velocidad del aire es incrementada durante un giro nivelado, ¿qué acción sería necesaria para mantener la altitud? El ángulo de ataque:",y el ángulo de giro deben incrementarse.,deberá ser incrementado o reducido el ángulo de giro.,deberá ser disminuido o incrementado el ángulo de giro.,C,DownloadBalotario.pdf,False
PREG202411060044,5210.1,AERODINÁMICA BÁSICA,"5210.1- Para mantener una tasa de giro estándar con la velocidad del aire incrementando, el ángulo de banqueo del avión tendrá que:",permanecer constante.,incrementar.,disminuir.,B,DownloadBalotario.pdf,False
PREG202411060045,5211,AERODINÁMICA BÁSICA,5211.- La velocidad de pérdida de un avión se verá más afectada por:,cambios en la densidad del aire.,variaciones en las altitudes de vuelo.,variaciones en cargas del avión.,C,DownloadBalotario.pdf,False
PREG202411060046,5212,AERODINÁMICA BÁSICA,5212.- Un avión entrará en pérdida en el mismo:,valor de ángulo de ataque independientemente de la altitud con relación al horizonte.,velocidad del aire independientemente de la altitud con relación al horizonte.,ángulo de ataque y altitud con relación al horizonte.,A,DownloadBalotario.pdf,False
PREG202411060047,5213,AERODINÁMICA BÁSICA,5213.- (Refiérase a la Figura 3). ¿Si un avión planea con un ángulo de ataque de 10° ¿Cuánta altitud perderá en una milla?,240 Pies.,480 Pies.,960 Pies.,B,DownloadBalotario.pdf,True
PREG202411060048,5214,AERODINÁMICA BÁSICA,5214.- (Refiérase a la Figura 3). ¿Cuánta altitud deberá perder este avión en 3 millas de planeo a un ángulo de ataque de 8°?,440 pies.,880 pies.,"1,320 pies.",C,DownloadBalotario.pdf,True
PREG202411060049,5215,AERODINÁMICA BÁSICA,5215.- (Refiérase a la Figura 3). La relación de L/D para un ángulo de ataque de 2° es aproximadamente la misma que la relación L/D para un:,ángulo de ataque de 9.75°,ángulo de ataque de 10.5°,ángulo de ataque de 16.5°,C,DownloadBalotario.pdf,True
PREG202411060050,5216,AERODINÁMICA BÁSICA,"5216.- Si el ángulo de ataque es mantenido en efecto suelo cuando este está fuera del efecto suelo, la sustentación:","incrementa, e induce que la resistencia parásita disminuya.","decrece, y la resistencia parásita incrementa.","incrementa, e induce que la resistencia parásita aumente.",A,DownloadBalotario.pdf,False
PREG202411060051,5217,AERODINÁMICA BÁSICA,5217.- ¿Qué rendimiento es característico del vuelo con la máxima relación de sustentación/arrastre en avión de hélice?,Ganancia de altitud en una distancia determinada.,Alcance y planeo de máxima distancia.,Coeficiente de sustentación y mínimo coeficiente de resistencia.,B,DownloadBalotario.pdf,False
PREG202411060052,5218,AERODINÁMICA BÁSICA,5218.- ¿Cuál es la verdad respecto a las fuerzas que actúan sobre un avión en un descenso en estado estable? La suma de todas:,las fuerzas ascendentes son menores que la suma de todas las fuerzas descendentes.,las fuerzas hacia atrás son más grandes que la suma de todas las fuerzas hacia delante.,las fuerzas ascendentes son iguales que la suma de todas las fuerzas descendentes.,C,DownloadBalotario.pdf,False
PREG202411060053,5219,AERODINÁMICA BÁSICA,5219.- ¿Cuál es la verdad con respecto a la fuerza de sustentación en vuelo estable no acelerado?,"A menor velocidad del aire, el ángulo de ataque debe ser menor para generar la suficiente sustentación para mantener la altitud.","Hay una correspondiente velocidad indicada requerida para cada ángulo, para así generar la suficiente sustentación y mantener la altitud.","Un perfil aerodinámico entrará en pérdida a la misma velocidad del aire indicada; por lo tanto, un incremento en el peso requerirá un incremento en la velocidad para generar la suficiente sustentación y mantener la altitud.",B,DownloadBalotario.pdf,False
PREG202411060054,5220,AERODINÁMICA BÁSICA,"5220.- Cuando hay una transición de un vuelo recto y nivelado a un ascenso con velocidad constante, el ángulo de ataque y sustentación:",se incrementan y se mantiene con una mayor relación peso- sustentación para mantener el ascenso.,permanecen igual y mantendrá estable la relación peso-sustentación durante el ascenso.,se incrementan momentáneamente y la sustentación vuelven a un estado estable durante el ascenso.,C,DownloadBalotario.pdf,False
PREG202411060055,5220.1,AERODINÁMICA BÁSICA,"5220.1- Para mantener un avión en vuelo nivelado, con velocidades del aire que varían de muy lentas a muy rápidas, un piloto debe coordinar el empuje y:",ángulo de incidencia.,peso bruto.,ángulo de ataque.,C,DownloadBalotario.pdf,False
PREG202411060056,5221,AERODINÁMICA BÁSICA,5221.- (Refiérase a la Figura 4). ¿Cuál es la velocidad de pérdida de un avión con un factor de carga de 2 GS si la velocidad de pérdida sin aceleración es de 60 nudos?,66 nudos.,74 nudos.,84 nudos.,C,DownloadBalotario.pdf,True
PREG202411060057,5221.1,AERODINÁMICA BÁSICA,"5221.1- (Refiérase a la Figura 4). ¿Cuál es la velocidad de pérdida de un avión con un factor de carga de 2.5 GS, si la velocidad de pérdida sin aceleración es de 60 nudos?",62 nudos.,84 nudos.,96 nudos.,C,DownloadBalotario.pdf,True
PREG202411060058,5222,AERODINÁMICA BÁSICA,5222.- (Refiérase a la Figura 4). ¿Qué aumento del factor de carga se producirá si el ángulo de banqueo aumentara de 60° a 80°?,3 Gs.,3.5 Gs.,4 Gs.,C,DownloadBalotario.pdf,True
PREG202411060059,5223,AERODINÁMICA BÁSICA,"5223.- Para generar la misma cantidad de sustentación cuando la altitud aumenta, un avión debe volar a:",la misma velocidad verdadera del aire independientemente del ángulo de ataque.,a una baja velocidad verdadera del aire y un alto ángulo de ataque.,una alta velocidad verdadera del aire para cualquier ángulo de ataque.,C,DownloadBalotario.pdf,False
PREG202411060060,5224,AERODINÁMICA BÁSICA,"5224.- Para producir la misma sustentación cuando se está bajo el efecto suelo que cuando se encuentra fuera de él, el avión requiere:",un bajo ángulo de ataque.,el mismo ángulo de ataque.,un mayor ángulo de ataque.,A,DownloadBalotario.pdf,False
PREG202411060061,5225,AERODINÁMICA BÁSICA,"5225.- Al aumentar el ángulo de banqueo, la componente vertical de sustentación:",disminuye y la componente horizontal de sustentación incrementa.,incrementa y la componente horizontal de sustentación disminuye.,disminuye y la componente horizontal de sustentación disminuye.,A,DownloadBalotario.pdf,False
PREG202411060062,5226,AERODINÁMICA BÁSICA,"5226.- Si la altitud del avión permanece en una nueva posición después de presionar el control del elevador hacia delante y soltarlo, el avión mostrara:",estabilidad longitudinal estática neutral.,estabilidad longitudinal estática positiva.,estabilidad longitudinal dinámica neutral.,A,DownloadBalotario.pdf,False
